Brand,Model Name,Category,HDMI,Sale Price(₹),Regular Price(₹),Seller
Zebronics,ZEB-CAST100 HDMI Wireless Display Dongle,"Dongle, USB Cable with wifi module, User Manual","Yes, 1.3","1,899","2,299",MSAssured (4.5)
RFV1,"(tm) MXQ Pro 4K Ultra HD TV Box - KODI, Android 5.1, 64Bit Amlogic S905 Quad Core, H.265 4K Decoding","Android TV Box, HDMI Cable, User Manual, Power Adapter, Remote Controller",Yes,"2,470","8,650",RAJNIFASHIONVILLA
BJOS,Miracast Media Streaming Device (Black),1 Medai streaming device,Yes,"1,397","5,999",KaranEN
BJOS,MIRACAST-FP0045 Wifi Display Dongle Media Streaming Device (Black),1 Medai streaming device,Yes,"1,395","5,999",KaranEN
Smart Pro,Anycast M2 Plus,"Anycast Dongle, Wifi Antenna, User Manual",Yes,"1,099","3,999",Britronics (3.5)
PAFL,Anycast i5 TV Dongle,"1 Wireless Airplay Wi-Fi Display Dongle Receiver, 1 USB cable",Yes,"1,149","1,999",PAFL (3.4)
TECHNIGENT,2 Port VGA Switch,1 X VGA Switch,Yes,339,599,SHOPSTREAMS
ROQ,HDMI Switcher 5 Ports with Remote Control 1.4b 501,"1x HDMI Switcher, 1x Remote","Yes, HDMI1.4","1,234","1,999",LAPSON (4.1)
Axcess,FJGEAR 2 Port DVI 24+5 Splitter Video 3D 1080p Box,1 Selector Box,No,"3,999","5,999",SmartShopee (3.8)
Shrih,MINI HDMI2AV UP Scaler 1080P HD Video Converter,"1x HDMI to AV Converter, 1x USB Cable, 1x User Manual","Yes, 1.3","2,499","3,499",SHRIH (3.5)
Padraig,Anycast Airplay WiFi Display Miracast TV Dongle HDMI Multi-display 1080P Receiver AirMirror Mini Android TV Stick Hardware specification:,1 unit,Yes,"1,039","1,999",JagdambaEntrprises (3.7)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) GFJE6542,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
ReTrack,1x8 (1 in 8 out) HDMI Splitter,1 Selector Box 1 Cable,Yes,"2,499","4,999",ReTrack (3.8)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) VCDS5255,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) KJGD6553,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
AlexVyan,White HDMI Male To VGA Female 1080P HD [ With Aux ]Video and Audio Converter Adapter (Not for Set Top Box) [Plug and Play][ It will not work as VGA to HDMI],1 HDMI to VGA with Aux,Yes,549,799,AVB (3.9)
Axcess,HDMI 4x1 Quad Multi-viewer,1 selector box,Yes,"11,300","14,999",SmartShopee (3.8)
FineArts,"HDMI V1.4 Splitter, Aikexin 8 port HDMI Splitter Switch Amplify 1x8 Support 3D Support 4Kx2K resolution, Full HD 1080P Support 3D Video Audio STB HDTV HDCP PS3 DVD - with 3D support Media Streaming Device (Black)",8 port hdmi splitter,Yes,"2,799","2,999",SudhirPrakashan (3.6)
VU4,2 Port VGA Switch,1 X VGA Switch,Yes,299,699,QUICKDEEL (3.5)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) JHGF6521,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) EDGH2354,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
Growth,Top Selling HDMI Dongle Media Streaming Device (Black) WRYB6523,"1 Chromecast , Power Cable",Yes,"1,599","3,999",GrowthConsultancy (3.5)
ShopyBucket,New Streaming Media Device M2 Plus Wireless Wifi Dongle for 4.0 Smart Phone Tablet pc,1 Media Device,Yes,"1,499","2,899",SHOPYUNLIMITED (3.8)
Smart Power,Wireless Display Dongle Miracast Airplay,"Anycast Dongle, Wifi Antenna, User Manual",Yes,975,"3,999",SmartShopee (3.8)
Smart Power,"2 inputs,8ooutputs HDMI Splitter/Switch",1 2*8 HDMI Splitter,"Yes, hdmi 1.4","3,999","9,999",SmartShopee (3.8)
ibs,HDMI 1080P Anycast EZ Cast WIFI Dongle Wireless Connector Reciver For Smartphones TV Laptop,"1 dongle, 1 wifi antenna, 1 user manual",Yes,"1,089","4,999",HOMESTORE2015 (3.4)
Life Like,MXQ PRO Amlogic S905X Android 6.0 1GB RAM 8GB ROM Android TV Box Quad Core Set Top XBMC 4K Wifi,"Selector Box, Remote Control, HDMI to HDMI cable, AC Power Adapter, User Manual",Yes,"3,249","3,999",LIFELIKE (3.5)
ReTrack,Wireless Display Dongle,1 HDMI DONGLE,Yes,"1,099","2,999",ReTrack (3.8)
Padraig,Anycast wifi HDMI Dongle Wireless Display For Iphone Ipad Windows Pc Android Media Streaming Device (Black),1 Unit,Yes,"1,049","2,999",JagdambaEntrprises (3.7)
Teratech,"Display Port (DP) Male To HDMI Female Adapter,Connector (NO AUDIO)",1,Yes,331,899,Ineshfashion (4.3)
Finger's,Anycast wifi HDMI Dongle Wireless Display For Iphone Ipad Windows Pc Android,1 Hdmi Dongle,Yes,989,"1,999",sToReBuRSt (3.6)
MX,8 PORT COMPOSITE AUDIO Y Pb Pr VIDEO RCA / RGB SPLITTER DISTRIBUTOR,AUDIO Y Pb Pr VIDEO RCA / RGB SPLITTER DISTRIBUTOR,No,"7,999","16,200",MXMDRTECHNOLOGIESLTD (4.2)
verena,Wireless Display Dongle Mira-cast Airplay,"anycast wifi display dongle, USB cable",Yes,"1,450","2,599",RodexOnline (4.3)
ReTrack,1X4 Full HD 1080p Video HDMI Switch Switcher Split 1 in 4 Out Amplifier Dual Display For HDTV DVD PS3 Xbox,"1 HDMI Devices, 1 POWER ADAPTER",Yes,"1,249","1,999",ReTrack (3.8)
Smart Power,"2 input, 2 output HDMI Splitter/switch",1 2x2 HDMI splitter,"Yes, hdmi 1.4","3,499","4,999",SmartShopee (3.8)
MX,HDMI EXTENDER OVER SINGLE CAT 6 CABLE UPTO 100 MTRS FULL HD 1080p,HDMI EXTENDER OVER SINGLE CAT 6 CABLE UPTO 100 MTRS FULL HD 1080p,"Yes, HDMI 1.4","24,699","84,000",MXMDRTECHNOLOGIESLTD (4.2)
Axcess,VGA to HDMI Mini Converter,HDMI to VGA mini Selector Box,Yes,579,"2,999",SmartShopee (3.8)
OVIO,R99 4K,"1 x R99 Android 6.0.1 TV Box, 1 x Power Adapter, 1 x Remote Control, 1 x HDMI Cable, 1 x English User Manual",Yes,"13,500","19,990",TMALL
MX,3G HD-SDI REPEATER EXTENDER UPTO 200 Meters,HD SDI Extender,No,"19,999","49,000",MXMDRTECHNOLOGIESLTD (4.2)
MBOX,"X96 TV Box ,2GB /16GB Android 6.0 TV Box Amlogic S905X Quad Core Marshmallow WIFI HDMI 2.0 4K2K 1080P Miracast",1* X96 TV BOX; 1* Power Adapter; 1* Remote Control; 1* HDMI Cable; 1* User Manual.,Yes,"4,590","5,990",Digicartz (3.8)
MX,HDMI input to Analog VGA Video & Coaxial audio Converter,HDMI input to Analog VGA Video & Coaxial audio Converter,"Yes, HDMI 1.4, HDMI 2.0","5,999","19,000",MXMDRTECHNOLOGIESLTD (4.2)
MBOX,"X96 TV Box ,2GB /16GB Android 6.0 Smart TV Box",1* X96 TV Box 1* HDMI cable 1* IR Remote 1* User Manual 1* Power adapte 1* Package box 1*2.4 Ghz Air Mouse Keyboard,Yes,"5,100","7,790",Digicartz (3.8)
Elegant Shopping,M2 Plus AnyCast WiFi 1080P FHD HDMI TV Stick DLNA Wireless Chromecast Airplay Dongle Suitable with all Android or iPhone Devices,"1 Wireless Airplay Wi-Fi Display Dongle Receiver,","Yes, 1.000","2,199","2,999",ELEGANTSHOPPYNG (3.5)
Axcess,HDMI Extender using CAT Cables - 60m,"HDMI Sender, HDMI Receiver",Yes,"2,399","4,999",SmartShopee (3.8)
Generix,Anycast TV Stick Dongle,Wifi Display Device,Yes,"1,999","2,999",TechSense (3.9)
Padraig,Anycast HDMI USB Adapter,1 anycast,Yes,"1,065","2,599",JagdambaEntrprises (3.7)
ReTrack,1x16 4k HDMI Splitter 1 in 16 out Supports DTS-HD/Dolby-trueHD/DTS/Dolby-AC3/DSD etc,1 HDMI Switch 1 adapter,Yes,"9,999","30,000",ReTrack (3.8)
BJOS,Hgh Selling Anycast Dongle Wireless Display Receiver Support sharing Online Streaming to Tv (Black) BGHJ5861 Media Streaming Device (Black),"1 Anycast, 1 Cable, 1 User Manual",Yes,949,"2,996",kusumecomm (4)
VibeX,Â® MX Pro Amlogic S905 Android 5.1 Lollipop TV Box 4K Quad Core 1G/8G WiFi HDMI Google Smart TV Box,"Android TV Box, HDMI Cable, User Manual, Power Adapter, Remote Controller",Yes,"3,999","9,999",VibeX (3.1)
MBOX,"X96 TV Box ,2GB /16GB Android 6.0 Smart TV Box Amlogic S905X Quad Core Marshmallow WIFI HDMI 2.0 4K2K 1080P",1* X96 TV Box 1* HDMI cable 1* IR Remote 1* User Manual 1* Power adapte 1* Package box,"Yes, 2.0a","4,449","5,990",Digicartz (3.8)
Dasam,USB 3.0 F to Female connector L Shape,5 pieces USB 3.0 VGA connector,No,"2,300","2,900",DASAMENTERPRISE
Redeemer,VGA+Audio to HDMI Interface Conversion,"1 Redeemer VGA+Audio to HDMI Converter adapter, 1 5V DC Adapter",Yes,"1,750","2,999",SUNUP (4)
DASAM,POPUP BOX,Selector Box,Yes,"6,300","6,400",DASAMENTERPRISE
Rapter,VGA to HDMI 1080P Converter Adapter,1 VGA to HDMI Adapter,Yes,875,999,RapterCctv (3.5)
DEEP-TECH,RK3036,1,No,"1,199","3,000",ASHISHITSOLUTIONS
Strax,Anycast/Miracast WIFI Mobile,"1 Anycast/M2-M3 Plus wifi device, 1 Cable",Yes,"1,499","2,999",GScorp
ShopyBucket,t Airplay DLNA Dongle Smart Wifi,1 Miracast,Yes,"1,499","2,999",SHOPYUNLIMITED (3.8)
ARKA,MEDIA STREAMING DEVICE,3,"No, NO HDMI SUPPORT","4,500","4,800",VakoVaka
DASAM,HDMI SWITCH 4 PORT with REMOTE,"One HDMI 4 Port Switch, One Remote and One adapter",Yes,"2,070","2,200",DASAMENTERPRISE
,EZ204 - 36N1,1,,649,"1,500",eZeller (4)
Blue Birds,"Wireless TV HDMI Dongle support YouTube, Spotify, HBONOW, CBS, Pandora","1 Chromecast, 1 Power Cable","Yes, 1.3 HDMI","1,799","3,500",ORIGINALMITASSURED (3.6)
Outre,1x2 (1 in 2 out) HDMI Splitter,HDMI Splitter,Yes,"1,059","1,999",BEOUTRE (3.8)
DASAM,VGA L SHAPE FACEPLATE,One faceplate,No,920,"1,200",DASAMENTERPRISE
UGREEN,UGREEN USB 3.0 TO HDMI MULTI-DISPLAY ADAPTER / Â· CHIPSET: DISPLAYLINK DL-3500./Â· SUPPORTS DISPLAY RESOLUTION UP TO 2048*1152 32BIT.,1 selector box,Yes,"6,123","8,878",ShopJinie
Dasam,VGA 2 Port Switch with Remove,"One VGA switch, one remote and cable",No,"1,265","1,550",DASAMENTERPRISE
BJOS,Wifi HDMI Dongle Wireless Display For Windows Pc Android Media Streaming Device (Black),1 Anycast Dongle,Yes,940,"2,998",KaranEN
VGTRAC,TV - Media Streaming Device,"Streaming device, Power Cable",Yes,"2,200","3,999",VibgyorAttractions
comp gravit,Anycast wifi HDMI Dongle Wireless Display KLA Media Streaming Device (Multicolor),"1 * Wireless Airplay Wi-Fi Display Dongle Receiver, 1 * USB cable",Yes,"1,199","1,999",INDIASTORES
DASAM,"4 Module HDMI, VGA, AUDIO, VIDEO Wall Plate (White)",selector_box,Yes,"1,430","1,500",DASAMENTERPRISE
DASAM,10 Module Hydraulic Popup Box - Black,Popup Box and screws,Yes,"6,900","7,400",DASAMENTERPRISE
SP SHIELD PLUS,HDMI 4x1 Quad Multi-viewer Media Streaming Device,1 selector box set,Yes,"12,000","18,000",ARIHANTSECURITY
SP SHIELD PLUS,SHIELD PLUS (1*2) HDMI SPLITTER Media Streaming Device (Black),1 HDMI SPLITTER AND 1 ADAPTOR,Yes,900,"1,800",ARIHANTSECURITY
smacc,330 Feet 100m 1080p HDMI Over CAT5e/CAT6 Extender with Power Over Cable,1 x HDMI SPLITTER 100M,"Yes, 3.0","9,999","12,999",BUYME24x7 (4)
UGREEN,UGREEN USB 3.0 DUAL MULTI-DISPLAY ADAPTER / HIGH DEFINITION CONTENT TO MULTIPLE DISPLAYS,1,No,"6,538","9,529",ShopJinie
Indiginous,"USB MINI DP to VGA Adapter, USB 3.1 Mini Display Port Male to VGA Female Converter for Apple New MacBook Chromebook Pixel/Dell XPS 13/Yoga 900, ( Plug and Play) Media Streaming Device",Mini Display Port Male to VGA Female Converter,No,876,"1,299",Shrihit1508 (3.7)
DASAM,18 Module XLR Wall Plate,Face plate and screws,No,"5,750","7,000",DASAMENTERPRISE
Supershopperindia,8 Port VGA Splitter,VGA Splitter,No,"1,243","1,400",SuperShopperIndia (3.7)
Dasam,VGA CONNECTOR/JOINTER FEMALE TO FEMALE,Five pieces of VGA jointer/coupler,No,"1,035","1,290",DASAMENTERPRISE
Terabyte,1 x 4 HDMI SPLITTER,"HDMI Splitter, Power Adaptor, User Manual","Yes, HDMI 1.4","1,199","1,900",SuperShopperIndia (3.7)
DASAM,2 Module HDMI AUDIO Wall Plate,HDMI Audio Wall plate,Yes,750,800,DASAMENTERPRISE
UGREEN,USB 3.0 TO DVI MULTI-DISPLAY ADAPTER,1 selector_box,No,"5,526","8,013",ShopJinie
SP SHIELD PLUS,SHIELD PLUS 1x4 HDMI Splitter Media Streaming Device (Black),HDMi Splitter-Power Supply Adapter- User Manual,Yes,"1,150","1,900",ARIHANTSECURITY
DASAM,VGA PCB Connector,One VGA PCB connector and screws,No,900,,DASAMENTERPRISE
iRevo,Smart TV - Android With IR Remote,"iRevo Smart TV Box, IR Remote Control, Ethernet Cable, AC Adapter, HDMI Cable, Installation and User Guide",Yes,"4,999","7,499",iRevo (3.8)
Speed,Vga Hdmi with Audio Convertor 3116,1 Vga To Hdmi Convertor with cable attached,"Yes, Hdmi 1.3, Hdmi 1.4","1,395","2,000",MEDIASOURCE (3.8)
Auslese,iCast I6 WiFi Display Receiver DLNA Miracast Airpaly Dongle for iOS Android Smartphone Media Streaming Device (White),1 HDMI Dongle,Yes,"1,793","4,999",EliteEnterprises635
OVIO,X96 Mini Android 7.1 Smart TV BOX 2GB 16GB Amlogic S905W Quad Core 2.0Ghz WiFi UHD 4K Miracast with H18 Backlit Touchpad,1 x X96 MINI S905W 2G/16G TV Box 1 x HDMI Cable 1 x Remote Control 1 x Power Adapter 1 x User Manual 1x H18 Touchpad,"Yes, 2.0","5,450","7,990",TMALL
Smart Pro,2 Port VGA Splitter - 200Mhz,1 Splitter Box,No,529,"1,399",Britronics (3.5)
Blendia,HDMI Switcher 5 Ports with Remote Control 1.4b 501,"1x HDMI Switcher, 1x Remote",Yes,"1,234","1,999",LAPSON (4.1)
OYD,AnyCast M2 Plus Wireless WiFi Display Dongle Receiver 1080P HD Interface TV Stick DLNA Airplay Miracast for Smart Phones Tablet PC to HDTV Monitor,"1 * Wireless Airplay Wi-Fi Display Dongle Receiver, 1 * USB cable","Yes, NA","1,199","1,999",HINDUSTANSTORE (4)
Blendia,HDMI Splitter,HDMi Splitter-Power Supply Adapter- User Manual,Yes,899,"1,999",LAPSON (4.1)
MXQ,PRO Amlogic S905X Android 6.0 1GB RAM 8GB ROM Android TV Box Quad Core Set Top XBMC 4K Wifi,"1 x Android TV BOX, 1 x Power Adapter, 1 x HDMI Cable, 1 x Remote Controller (Without Batteries), 1 x User Manual","Yes, 2.0","2,900","9,999",ArtekWebDistributors (3.9)
Mezire,Anycast HDMI WiFi Display receiver Media Streaming Device (Black),1 Anycast,Yes,"1,099","1,199",Shopfloor (3.6)
ReTrack,SET OF 2PC 3x1 Port HDMI Switch 4K Auto Switcher Box 3-Port High Speed for Full HD 4K 1080P 3D-Player,2 HDMI Devices,Yes,899,"1,999",ReTrack (3.8)
ReTrack,SET OF 3PC 3x1 Port HDMI Switch 4K Auto Switcher Box 3-Port High Speed for Full HD 4K 1080P 3D-Player,3 HDMI Devices,Yes,"1,349","2,499",ReTrack (3.8)
Axcess,"2 input,4 Output HDMI Splitter/Switch",1 2*4 HDMI splitter,"Yes, hdmi 1.4","3,339","9,999",Britronics (3.5)
ReTrack,3x1 Port HDMI Switch 4K Auto Switcher Box 3-Port High Speed for Full HD 4K 1080P 3D-Player,1 HDMI Devices,Yes,499,"1,999",ReTrack (3.8)
SmartPower,M8S M8 Amlogic S812 Quad Core 2G 8G Dual Band 2.4G 5G WIFI BlueTooth4.0 Android4.4 Kitkat,"1 Android TV Box, 1 Power adaptor, 1 Remote control, 1 HDMI cable, 1 User manual",Yes,"6,999","9,999",SmartTech (3.7)
Smart Power,"2 input,4 Output HDMI Splitter/Switch",1 2*4 HDMI splitter,"Yes, hdmi 1.4","3,439","9,999",SmartShopee (3.8)
ReTrack,3x1 HDMI PORT Switch 4K Auto Switcher Box 3-Port High Speed for Full HD 4K 1080P 3D-Player,1 HDMI Devices,Yes,499,"1,999",ReTrack (3.8)
Mezire,Anycast Wifi HDMI Dongle Wireless Display Media Streaming Device Media Streaming Device Media Streaming Device (Black),1 Anycast,Yes,"1,099","1,199",Shopfloor (3.6)
Microware,3Port 1080P HDMI Switcher Splitter Video Selector Hub Box HDTV PS3 DVD New,1 selector_box,Yes,"1,999","2,999",NewTechStore (3.7)
Microware,Full HD HDMI Splitter 3 Port Hub Switcher Selector Splitter 1080p 3D IR Remote,1,Yes,"1,299","1,999",NewTechStore (3.7)
Microware,HDMI Splitter Switch Switcher Box with Selector Remote Control,1,Yes,"1,999","3,999",NewTechStore (3.7)
,,1 HDMI Drive,,"1,614","2,899",SHRIH (3.5)
Gentle E Kart,??? Miracast Dongle For TV eCosmos Anycast wifi HDMI Dongle Wireless Display To TV Selector Box Airplay WiFi Display Miracast,"Anycast TV Stick, USB Cable",Yes,"1,149","1,999",ONERETAIL (3.3)
Microware,4 Port 4x1 HDMI Switch Box 4K 3D 1080P PIP Switcher IR Remote Control Selector 1080p,"1 pcs - HDMI Switch, 1 pcs - IR Remote Control, 1 pcs - 5V Power Adapter, 1 pcs - User Manual",Yes,"5,999","12,999",SmartTech (3.7)
,"wifi HDMI Stick Wireless Display For Iphone Ipad Windows Pc Android,Tablets to TV Selector Box Airplay WiFi Display Miracast Compatible with XIAOMI-REDMI 4,REDMI 4A,MI6,MI5,MI MAX",1 HDMI Wireless Dongle,,"1,899","2,299",SHOPYUNLIMITED (3.8)
Microware,4K 3D 4 Port 4x1 HDMI Switch Box 1080P PIP Switcher IR Remote Control Selector,"1 pcs - HDMI Switch, 1 pcs - IR Remote Control, 1 pcs - 5V Power Adapter, 1 pcs - User Manual",Yes,"5,999","12,999",SmartTech (3.7)
Fox Micro,3-Way Audio Video RCA Composite AV Video Game Selector Switch Box Splitter,COMPOSITE RCA AUDIO VIDEO SELECTOR SWITCHER,No,399,"1,499",HOT (3.8)
Axcess,"3x1 3 input 1 output Digital Optical Audio Switcher Toslink Selector Switch, Compatible with Fiber Optic Cables, HDTV, Blu-ray DVD player, PCM, Dolby Digital, DTS, XBOX360, PS3",1 Selector Switch,No,"1,499","1,999",SmartShopee (3.8)
Piqancy,"Miracast Dongle For TV eCosmos Anycast wifi HDMI Dongle Wireless Display For XIAOMI Mi6, EDMI 4A, Redmi Note 4, Redmi 3S Prime, Redmi Note 3, Mi5, Redmi 3S To TV Selector Box Airplay WiFi Display Miracast",1 Unit,Yes,999,"1,999",JagdambaEntrprises (3.7)
,,20 Pack of Trading Cards,,"14,283","23,533",shopyourworldstore (3.4)
Fox,,,,449,999,HOT (3.8)
,"wifi HDMI Stick Wireless Display For Iphone Ipad Windows Pc Android,Tablets to TV Selector Box Airplay WiFi Display Miracast Compatible with Smartphone",1 HDMI Wireless Dongle_A5,,"1,999","2,399",SHOPYUNLIMITED (3.8)
Etake,3 Port HDMI Switch - Mini 1080p HDMI Switcher Selector Box Auto Switch With Remote,1,Yes,474,"1,599",Ineshfashion (4.3)
MX,3 WAY 3RCA COMPOSITE RCA AUDIO VIDEO SELECTOR SWITCHER,3 WAY 3RCA COMPOSITE RCA AUDIO VIDEO SELECTOR SWITCHER,No,349,390,MXMDRTECHNOLOGIESLTD (4.2)
BJOS,selector_box,"1 Anycast, 1 Cable, 1 User Manual",Yes,945,"2,998",KaranEN
T96,R Android 7.1 Internet TV Box 2GB RAM 8GB ROM Quad Core Set Top Boxes XBMC Kodi Pre-installed WiFi 4K 1080P 64bit,"1 x Android TV Box, 1 x HDMI Cable, 1 x User Manual, 1 x Power Adapter, 1 x Remote Controller (Without Batteries)","Yes, 2.0","3,799","9,999",PROFITECH (4.3)
UNUIGA,T96 Mars RK3229 Android 7.1 TV Box 1GB RAM 8GB ROM Quad Core Set Top Boxes XBMC Kodi Pre-installed WiFi 4K 1080P 64bit Internet TV Box,"1 X Anroid TV Box, 1 X HDMI Cable, 1 X Power Adapter, 1 X Remote Control (Without Batteries), 1 X User Manual","Yes, 2.0","2,699","6,999",PROFITECH (4.3)
UNUIGA,T96R RK3229 Android 6.0 TV Box 1GB RAM 8GB ROM Quad Core Set Top Boxes XBMC Kodi Pre-installed WiFi 4K 1080P 64bit Internet TV Box,"1 X T96R Android Box, 1 X HDMI Cable, 1 X Power Adapter, 1 X Remote Controller (Without Batteries), 1 X User Manual","Yes, 2.0","2,799","7,999",PROFITECH (4.3)
Smart Power,"eceivers > Set-top Boxes
 MXQ Full HD 1080P OTT TV BOX Android 4.4 Media Player, Quad-Core Cortex-A5 CPU, Quad-Core Mali-450 GPU,","1 Android TV Box, 1 Power adaptor, 1 Remote control, 1 HDMI cable, 1 User manual",Yes,"2,999","5,500",SmartShopee (3.8)
iBubble,MXQ Amlogic S905W Android 7.1 1GB RAM 8GB ROM Quad Core Set Top Boxes Kodi Pre-installed WiFi 4K 1080P 64bit Smart Internet Android TV Box,1,Yes,"3,599","3,999",AGON
UNUIGA,X96 Mini Amlogic S905W 1GB RAM 8GB ROM Android 7.1 TV Box Quad Core Set Top Boxes XBMC Kodi Pre-installed WiFi 4K 1080P 64bit Internet TV Box,"1 X X96 Mini Device, 1 X HDMI Cable, 1 X Power Adapter, 1 X Remote Controller (Without Batteries), 1 X User Manual","Yes, 2.0","2,799","6,999",PROFITECH (4.3)
UNUIGA,X96 Mini Amlogic S905W 2GB RAM 16GB ROM Android 7.1 TV Box Quad Core Set Top Boxes XBMC Kodi Pre-installed WiFi 4K 1080P 64bit Internet TV Box,"1 X X96 Mini Android TV Box, 1 X HDMI Cable, 1 X Power Adapter DC 5V, 1 X Remote Control (without Batteries), 1 x User Manual","Yes, 2.0","3,499","9,999",PROFITECH (4.3)
Shrih,Android 5.1 Smart TV Box Quad Core Set Top Boxes,1 Android 5.1 TV Box Quad Core Set Top Boxes,Yes,"7,999",,SHRIH (3.5)
VENSMILE,TX3 Mini Amlogic S905W Android 7.1 TV Box 1GB Ram 16GB ROM Quad Core Set Top Boxes,"1 X Android TV Box, 1 X HDMI Cable, 1 X Power Adapter DC5V, 1 X Remote Control (Without Batteries), 1 X User Manual",Yes,"2,999","6,999",PROFITECH (4.3)
Etake,"MINI Portable VGA2HDMI Converter, Adapter Plug and Play For HD Camera, HD Dvd, set top Boxes, HD Players, Blu- ray, Dvd Players",1,Yes,569,"1,599",Ineshfashion (4.3)
